lambda_angstroms A            Z   ion_stage lower_energy_Ev   lower_statweight  forbidden  lower_level               upper_level               upper_statweight  upper_energy_Ev   upper_has_permitted
          8977.0 2.796100E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_5s_1Po[1]                       3.00           48.6987                   1
          4962.2 1.834700E+06   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_5d_1Do[2]                       5.00           49.8158                   1
          4599.6 2.871100E+06   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_5d_1Fo[3]                       7.00           50.0127                   1
          4573.3 9.110000E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_5g_3Go[3]                       7.00           50.0282                   1
          4567.3 4.124000E+06   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_5d_1Po[1]                       3.00           50.0318                   1
          4491.7 3.930000E+06   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_5g_3Fo[3]                       7.00           50.0775                   1
          4474.9 2.220000E+07   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_5g_3Fo[2]                       5.00           50.0878                   1
          4474.9 2.990000E+08   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_5g_1Fo[3]                       7.00           50.0878                   1
          3585.9 7.849000E+04   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_6s_1Po                          3.00           50.7745                   1
          3026.6 8.332100E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_6d_1Do[2]                       5.00           51.4133                   1
          2959.2 8.564700E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_6d_1Fo                          7.00           51.5065                   1
          2947.2 1.798700E+06   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_6d_1Po                          3.00           51.5236                   1
          2938.6 9.791900E+07   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_6g_1Fo                          7.00           51.5358                   1
          2664.7 4.167200E+04   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_7s_1Po                          3.00           51.9693                   1
          2470.6 4.973200E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_7d_1Do                          5.00           52.3349                   1
          2425.2 9.766700E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_7d_1Po                          3.00           52.4286                   1
          2421.0 4.604500E+07   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_7g_1Fo                          7.00           52.4377                   1
          2418.6 3.240200E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_7d_1Fo[3]                       7.00           52.4427                   1
          2305.8 5.023400E+03   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s_2p2(2De)3p_1Fo[3]                   7.00           52.6933                   1
          2296.7 2.631300E+04   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_8s_1Po                          3.00           52.7146                   1
          2236.7 3.684800E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s_2p2(2De)3p_1Do[2]                   5.00           52.8594                   1
          2192.4 6.662200E+04   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_8d_1Fo                          7.00           52.9715                   1
          2175.7 2.132300E+04   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_8d_1Do                          5.00           53.0147                   1
          2175.3 6.119800E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_8d_1Po                          3.00           53.0157                   1
          2172.5 2.609500E+07   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_8g_1Fo                          7.00           53.0230                   1
          2103.4 1.889100E+04   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_9s_1Po                          3.00           53.2106                   1
          2066.2 1.221700E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s_2p2(2De)3p_1Po[1]                   3.00           53.3166                   1
          2040.9 1.188200E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_9d_1Do                          5.00           53.3911                   1
          2032.7 4.725700E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_9d_1Po                          3.00           53.4155                   1
          2029.8 1.587200E+07   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_9g_1Fo                          7.00           53.4243                   1
          2029.1 4.718900E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_9d_1Fo                          7.00           53.4264                   1
          1985.8 2.396300E+04   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_10s_1Po                         3.00           53.5615                   1
          1947.3 9.525200E+04   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_10d_1Do                         5.00           53.6850                   1
          1939.7 6.226700E+05   8         3             47.32            5.0000          0 2s2_2p_4f_1De[2]          2s2_2p_10d_1Fo                         7.00           53.7098                   1
         44459.2 1.503400E+05   8         3             48.58            1.0000          0 2s2_2p_5s_3Po[0]          2s_2p2(2De)3s_3De[1]                   3.00           48.8596                   1
         33272.9 1.078600E+05   8         3             48.58            1.0000          0 2s2_2p_5s_3Po[0]          2s2_2p_5p_3De                         15.00           48.9533                   1
         19838.7 7.204000E+05   8         3             48.58            1.0000          0 2s2_2p_5s_3Po[0]          2s2_2p_5p_3Se                          3.00           49.2056                   1
         16813.1 1.488900E+06   8         3             48.58            1.0000          0 2s2_2p_5s_3Po[0]          2s2_2p_5p_3Pe                          9.00           49.3180                   1
         11584.0 7.322900E+04   8         3             48.58            1.0000          0 2s2_2p_5s_3Po[0]          2s_2p2(4Pe)3d_3Pe[1]                   3.00           49.6508                   1
          8554.1 6.480800E+04   8         3             48.58            1.0000          0 2s2_2p_5s_3Po[0]          2s2_2p_5f_3De                         15.00           50.0298                   1
          7155.8 5.343000E+04   8         3             48.58            1.0000          0 2s2_2p_5s_3Po[0]          2s_2p2(4Pe)3d_3De[1]                   3.00           50.3130                   1
